City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,ushuaia,-54.8,-68.3,3.81,81,100,9.77,AR,1691261020
84,hermanus,-34.4187,19.2345,11.0,89,100,1.91,ZA,1691261101
85,ulysses,37.5814,-101.3552,31.02,45,0,4.63,US,1691261425
86,wailua homesteads,22.0669,-159.378,26.24,85,75,3.09,US,1691261032
87,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,5.14,EC,1691261138
88,port elizabeth,-33.918,25.5701,20.05,82,0,1.54,ZA,1691261051
89,huarmey,-10.0681,-78.1522,22.6,64,100,4.83,PE,1691261425
90,yellowknife,62.456,-114.3525,20.29,42,75,1.54,CA,1691261033
91,oriximina,-1.7656,-55.8661,33.08,43,94,0.95,BR,1691261426
92,shingu,33.7333,135.9833,26.04,91,89,1.67,JP,1691260757
93,presidente olegario,-18.4178,-46.4181,28.92,17,4,2.25,BR,1691261426
94,kasongo-lunda,-6.4667,16.8167,24.83,24,0,1.51,CD,1691261426
95,carnarvon,-24.8667,113.6333,18.73,80,2,3.46,AU,1691261108
96,papatowai,-46.5619,169.4708,6.2,80,100,3.57,NZ,1691261031
97,touros,-5.1989,-35.4608,26.86,72,100,8.04,BR,1691261029
98,shache,38.4167,77.2406,29.28,22,100,3.05,CN,1691261426
99,halifax,44.6453,-63.5724,22.6,90,91,6.17,CA,1691261217
100,nenjiang,49.1833,125.2167,14.26,90,0,1.95,CN,1691261290
101,freetown,8.484,-13.2299,25.84,78,75,8.23,SL,1691261099
102,georgetown,5.4112,100.3354,27.96,91,20,1.54,MY,1691260774
103,pisco,-13.7,-76.2167,21.12,64,0,4.63,PE,1691261064
104,karratha,-20.7377,116.8463,23.12,42,0,3.78,AU,1691261191
105,nadym,65.5333,72.5167,18.97,48,53,2.81,RU,1691261183
106,christchurch,-43.5333,172.6333,8.84,81,100,2.57,NZ,1691261427
107,west plains,36.7281,-91.8524,28.46,54,0,4.63,US,1691261427
108,new castle,41.0037,-80.347,29.18,51,100,1.96,US,1691261417
109,port alfred,-33.5906,26.891,20.44,50,1,3.6,ZA,1691261019
110,novodvinsk,64.4165,40.8122,15.89,98,4,2.39,RU,1691261427
111,sanya,18.2431,109.505,28.09,83,20,2.0,CN,1691261427
112,kapa'a,22.0752,-159.319,26.99,85,75,3.09,US,1691261126
113,at taj,24.2049,23.2857,35.15,13,0,5.95,LY,1691261427
114,pahokee,26.8201,-80.6653,35.57,64,100,1.13,US,1691261427
115,kralendijk,12.15,-68.2667,31.99,62,0,7.72,BQ,1691261428
116,badger,64.8,-147.5333,22.85,62,100,1.54,US,1691261033
117,kardla,58.9978,22.7492,17.81,84,100,1.46,EE,1691261428
118,bilibino,68.0546,166.4372,4.17,96,100,2.66,RU,1691261025
119,saudarkrokur,65.7461,-19.6394,11.26,70,93,1.95,IS,1691261134
120,talnakh,69.4865,88.3972,13.45,52,0,0.36,RU,1691261033
121,shelton,41.3165,-73.0932,30.21,57,0,4.63,US,1691261373
122,chonchi,-42.6128,-73.8092,11.73,75,100,1.53,CL,1691261043
123,ilulissat,69.2167,-51.1,9.01,71,20,2.57,GL,1691261068
124,petropavlovsk-kamchatsky,53.0452,158.6483,12.33,100,75,3.0,RU,1691261180
125,aasiaat,68.7098,-52.8699,1.87,93,86,2.63,GL,1691261020
126,haiku-pauwela,20.9219,-156.3051,26.2,64,20,8.23,US,1691261049
127,smirnykh,49.75,142.8333,12.86,94,100,0.72,RU,1691261428
128,fortaleza,-3.7227,-38.5247,30.07,54,20,7.2,BR,1691261400
129,buka,40.8108,69.1986,26.6,24,1,2.34,UZ,1691261072
130,san nicolas,18.1725,120.5953,27.95,89,75,4.63,PH,1691261429
131,pointe michel,15.25,-61.3833,33.52,49,40,3.09,DM,1691261429
132,hazaribagh,23.9833,85.35,23.66,89,100,3.63,IN,1691261429
133,rabo de peixe,37.8,-25.5833,22.73,68,75,2.06,PT,1691261429
134,mount pleasant,32.7941,-79.8626,32.81,74,40,4.12,US,1691261290
135,new norfolk,-42.7826,147.0587,9.28,86,100,1.32,AU,1691261023
136,princeville,45.7668,-61.2985,20.81,88,75,6.69,CA,1691261429
137,hadibu,12.65,54.0333,25.87,78,9,7.83,YE,1691261186
138,la passe,45.5549,-0.8967,19.13,73,5,8.82,FR,1691261076
139,coyhaique,-45.5752,-72.0662,8.97,46,75,3.09,CL,1691261294
140,san luis,-33.295,-66.3356,22.52,35,0,4.98,AR,1691261429
141,vadso,70.0744,29.7487,13.09,76,100,3.09,NO,1691261083
142,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,1691261289
143,beipiao,41.7919,120.7792,16.76,74,0,3.57,CN,1691261423
144,sarmiento,-45.5882,-69.07,9.63,48,3,6.09,AR,1691261135
145,xilin hot,43.9667,116.0333,16.72,62,99,1.6,CN,1691261430
146,as saffaniyah,27.9708,48.73,35.83,34,0,3.32,SA,1691261430
147,williamston,35.8546,-77.0555,30.94,39,56,2.93,US,1691261430
148,tabou,4.423,-7.3528,24.82,86,100,4.9,CI,1691261161
149,qaqortoq,60.7167,-46.0333,9.55,73,4,0.8,GL,1691261035
150,slave lake,55.2834,-114.769,17.99,77,0,2.57,CA,1691261195
151,uchqurghon shahri,41.1137,72.0791,28.92,23,16,3.7,UZ,1691261430
152,camana,-16.6228,-72.7111,19.24,69,6,2.54,PE,1691261347
153,akureyri,65.6835,-18.0878,11.96,76,75,4.12,IS,1691261158
154,puerto ayora,-0.7393,-90.3518,28.98,90,36,4.92,EC,1691261018
155,nova sintra,14.8667,-24.7167,22.72,79,5,6.92,CV,1691261338
156,ciudad lazaro cardenas,17.9583,-102.2,31.43,58,94,0.68,MX,1691261430
157,geraldton,-28.7667,114.6,10.23,93,10,3.6,AU,1691261431
158,kagoro,9.6,8.3833,21.34,94,100,1.15,NG,1691261431
159,ghat,24.9647,10.1728,37.9,8,1,4.89,LY,1691261306
160,chipinge,-20.1883,32.6236,12.63,83,57,2.63,ZW,1691261431
161,sao joao da barra,-21.6403,-41.0511,27.05,75,0,5.1,BR,1691261166
162,sandnessjoen,66.0217,12.6316,13.29,71,76,1.25,NO,1691261313
163,douliu,23.7094,120.5433,28.11,99,96,0.89,TW,1691261431
164,kolarovo,47.9229,17.9847,18.41,97,100,4.48,SK,1691261431
165,martin,27.0837,-80.4164,35.54,73,95,0.67,US,1691261431
166,isafjordur,66.0755,-23.124,12.02,62,40,2.57,IS,1691261038
167,qusmuryn,52.4503,64.6311,22.94,61,81,2.9,KZ,1691261431
168,tokar,18.4254,37.729,35.2,41,100,2.05,SD,1691261431
169,sena madureira,-9.0656,-68.6569,38.25,24,50,0.31,BR,1691261431
170,crucecita,-28.95,-58.9833,33.91,24,0,5.43,AR,1691261432
171,sittwe,20.15,92.9,27.41,85,78,5.93,MM,1691261095
172,san carlos,9.6612,-68.5827,28.45,82,78,1.72,VE,1691261432
173,howrah,22.5892,88.3103,29.0,84,75,3.6,IN,1691261070
174,lebu,-37.6167,-73.65,12.96,70,0,2.01,CL,1691261023
175,arauca,7.0847,-70.7591,30.98,66,40,1.03,CO,1691261432
176,posto fiscal rolim de moura,-13.0833,-62.2667,37.55,21,58,0.85,BR,1691261094
177,east london,-33.0153,27.9116,19.52,55,0,3.09,ZA,1691261043
178,jamestown,42.097,-79.2353,24.14,65,100,3.09,US,1691261019
179,walvis bay,-22.9575,14.5053,13.53,88,0,1.03,NA,1691261173
180,houlton,46.1262,-67.8403,23.23,69,75,3.09,US,1691261432
181,praia da vitoria,38.7333,-27.0667,25.14,73,20,2.81,PT,1691261049
182,porto novo,6.4965,2.6036,25.9,86,27,3.94,BJ,1691261050
183,tura,25.5198,90.2201,24.04,98,100,1.76,IN,1691261036
184,port lincoln,-34.7333,135.8667,11.59,63,100,3.31,AU,1691261115
185,gimbi,9.1667,35.8333,12.14,97,100,0.77,ET,1691261433
186,salalah,17.0151,54.0924,26.05,100,100,2.57,OM,1691261433
187,iquique,-20.2208,-70.1431,19.02,71,4,3.42,CL,1691261190
188,hays,30.0502,-98.0336,39.09,35,0,1.79,US,1691261433
189,iskateley,67.6803,53.1512,19.77,81,17,2.91,RU,1691261036
190,amga,60.8953,131.9608,13.21,67,76,0.69,RU,1691261433
191,st. john's,47.5649,-52.7093,19.75,72,75,5.14,CA,1691260926
192,arraial do cabo,-22.9661,-42.0278,24.98,73,0,6.69,BR,1691260957
193,melo,-32.3667,-54.1833,18.09,60,1,4.27,UY,1691261433
194,kyren,51.6828,102.1408,15.8,96,100,0.76,RU,1691261433
195,luderitz,-26.6481,15.1594,14.68,76,30,3.48,NA,1691261290
196,karaton,-6.3424,106.1045,22.41,89,5,0.58,ID,1691261433
197,kenora,49.8167,-94.4337,26.54,50,40,5.66,CA,1691261254
198,kapuskasing,49.4169,-82.4331,22.05,43,40,1.54,CA,1691261308
199,san matias,-16.3667,-58.4,38.48,16,5,1.17,BO,1691261434
200,mogadishu,2.0371,45.3438,24.93,84,22,7.99,SO,1691261158
201,mount isa,-20.7333,139.5,13.87,58,0,2.57,AU,1691261337
202,ratanpur,22.3,82.1667,24.53,92,96,1.56,IN,1691261434
203,tucuma,-0.1833,-50.05,30.58,62,42,3.51,BR,1691261434
204,camiri,-20.05,-63.5167,30.88,23,0,5.14,BO,1691261434
205,kavak,41.0783,36.0425,20.09,93,1,0.88,TR,1691261434
206,tolanaro,-25.0319,46.9987,20.04,73,20,7.2,MG,1691261034
207,fort frances,48.5999,-93.4003,27.87,54,0,2.57,CA,1691261434
208,bukittinggi,-0.3091,100.3706,19.41,97,78,0.47,ID,1691261434
209,rabaul,-4.1967,152.1721,25.45,75,100,8.84,PG,1691261434
210,rio grande,-32.035,-52.0986,19.06,65,0,3.78,BR,1691261142
211,kirakira,-10.4544,161.9205,24.04,88,100,3.09,SB,1691261111
212,yazd,31.8972,54.3675,31.04,14,0,0.83,IR,1691261435
213,choibalsan,48.0667,114.5,15.16,89,100,4.3,MN,1691261435
214,bandarbeyla,9.4942,50.8122,24.3,84,29,15.03,SO,1691261435
215,happy valley-goose bay,53.3168,-60.3315,24.17,46,75,5.14,CA,1691261064
216,port macquarie,-31.4333,152.9167,9.94,84,8,2.43,AU,1691261324
217,lompoc,34.6391,-120.4579,27.14,100,100,7.2,US,1691261125
218,pitimbu,-7.4706,-34.8086,28.33,76,9,5.27,BR,1691261160
219,saint-pierre,-21.3393,55.4781,21.82,73,0,9.77,RE,1691261303
220,pokrovsk,48.282,37.1758,25.89,47,0,4.59,UA,1691261435
221,mae sai,20.4335,99.8762,22.87,99,100,0.7,TH,1691261435
222,loncoche,-39.3667,-72.6333,12.01,59,0,1.15,CL,1691261200
223,kingston,17.997,-76.7936,35.69,68,20,11.83,JM,1691261074
224,oranjemund,-28.55,16.4333,13.09,82,31,2.48,NA,1691261435
225,malabar,-33.9667,151.25,13.21,89,100,7.2,AU,1691261435
226,kisangani,0.5167,25.2,23.99,74,94,0.9,CD,1691261436
227,ceerigaabo,10.6162,47.368,21.72,48,93,8.88,SO,1691261436
228,quellon,-43.1167,-73.6167,9.14,81,75,2.57,CL,1691261436
229,skowhegan,44.7651,-69.7192,26.92,55,4,2.53,US,1691261436
230,kargil,34.5667,76.1,17.38,49,45,2.85,IN,1691261436
231,sungailiat,-1.85,106.1333,26.24,84,69,3.72,ID,1691261436
232,comodoro rivadavia,-45.8667,-67.5,14.92,29,0,7.72,AR,1691261436
233,bridgewater,44.3835,-64.5155,24.5,82,98,4.12,CA,1691261436
234,chibougamau,49.9168,-74.3659,20.79,49,75,5.14,CA,1691261436
235,susuman,62.7833,148.1667,8.07,70,23,1.21,RU,1691261059
236,holualoa,19.6228,-155.9522,25.43,77,20,2.57,US,1691261134
237,elva,58.2225,26.4211,20.08,85,75,1.54,EE,1691261437
238,mugia,43.1041,-9.2179,24.39,88,67,9.0,ES,1691261368
239,cova figueira,14.8905,-24.2934,23.38,80,4,4.98,CV,1691261195
240,iwaki,37.05,140.8833,27.09,93,7,3.8,JP,1691261437
241,inari,68.906,27.0288,12.11,93,100,1.23,FI,1691261346
242,almeria,37.1667,-2.3333,26.91,44,0,2.18,ES,1691261437
243,gamba,-2.65,10.0,21.45,84,44,3.66,GA,1691261078
244,berezovyy,51.6667,135.7,12.39,73,15,1.73,RU,1691261318
245,pachino,36.7186,15.0907,24.79,64,0,12.65,IT,1691261437
246,chui,-33.6971,-53.4616,15.09,51,0,3.3,UY,1691261437
247,port-vila,-17.7338,168.3219,21.78,94,75,2.06,VU,1691261437
248,superior,46.7208,-92.1041,27.47,70,0,4.63,US,1691261437
249,ibarreta,-25.2144,-59.8585,35.66,19,0,5.52,AR,1691261437
250,lake albert,-35.1667,147.3833,5.77,93,6,1.71,AU,1691261438
251,uliastay,47.7417,96.8444,12.02,67,11,1.94,MN,1691261193
252,porto velho,-8.7619,-63.9039,36.03,41,40,1.03,BR,1691261438
253,san mariano,7.5,126.0,23.07,87,47,1.41,PH,1691261438
254,gadzhiyevo,69.2551,33.3362,10.79,95,100,6.12,RU,1691261033
255,prince george,53.9166,-122.753,26.25,44,0,2.57,CA,1691261140
256,cowansville,45.2001,-72.7491,24.95,57,17,2.06,CA,1691261146
257,okahao,-17.885,15.0667,18.89,22,0,4.28,NA,1691261303
258,alaghsas,17.0187,8.0168,29.94,58,20,4.12,NE,1691261438
259,port douglas,-16.4833,145.4667,20.73,78,84,7.18,AU,1691261438
260,la ronge,55.1001,-105.2842,23.14,49,40,7.72,CA,1691261068
261,brisas de zicatela,15.8369,-97.0419,31.29,55,75,2.57,MX,1691261173
262,fort bragg,35.139,-79.006,32.89,57,20,3.6,US,1691261285
263,porto belo,-27.1578,-48.5531,26.55,83,0,4.06,BR,1691261438
264,calvinia,-31.4707,19.776,15.22,41,48,1.65,ZA,1691261439
265,notodden,59.5594,9.2585,15.42,91,4,1.27,NO,1691261439
266,ugoofaaru,5.6667,73.0,28.19,77,88,5.77,MV,1691261337
267,lazaro cardenas,17.9583,-102.2,31.43,58,94,0.68,MX,1691260901
268,taksimo,56.3444,114.8794,17.51,68,100,0.87,RU,1691261439
269,nagqu,31.5,92.0,3.43,88,7,1.5,CN,1691261058
270,san juan de miraflores,-12.1629,-76.9635,22.29,67,39,4.39,PE,1691261439
271,mount pearl,47.5166,-52.7813,19.36,72,75,5.14,CA,1691261439
272,la'ie,21.6477,-157.9253,27.98,74,37,5.54,US,1691261082
273,coquimbo,-29.9533,-71.3436,14.85,88,100,4.63,CL,1691261055
274,shimokizukuri,40.8061,140.3861,24.41,92,100,1.34,JP,1691261439
275,biltine,14.5333,20.9167,25.41,73,100,2.04,TD,1691261439
276,ciechocinek,52.8791,18.7951,19.27,93,100,4.03,PL,1691261439
277,priozersk,61.0393,30.1291,19.97,84,100,0.89,RU,1691261155
278,novorozhdestvenskaya,45.8619,39.9542,30.18,30,0,5.83,RU,1691261440
279,taroudant,30.4703,-8.877,26.77,50,0,5.69,MA,1691261440
280,langres,47.8333,5.3333,14.55,78,60,6.51,FR,1691261440
281,khandyga,62.6667,135.6,13.98,71,100,0.59,RU,1691261307
282,west island,-12.1568,96.8225,24.99,88,75,7.72,CC,1691261026
283,coronel suarez,-37.4547,-61.9334,15.25,32,100,6.05,AR,1691261440
284,as sulayyil,20.4607,45.5779,38.14,10,100,2.07,SA,1691261098
285,puerto santa,-8.9906,-78.6456,21.91,71,100,5.27,PE,1691261168
286,busayra,30.7376,35.6078,22.96,43,0,2.34,JO,1691261440
287,itaituba,-4.2761,-55.9836,36.09,46,40,2.57,BR,1691261289
288,januaria,-15.4833,-44.3667,32.59,15,9,2.12,BR,1691261440
289,saint-philippe,-21.3585,55.7679,21.77,81,87,7.75,RE,1691261086
290,port de pollenca,39.9075,3.0814,29.02,47,0,3.23,ES,1691261440
291,nar'yan-mar,67.6713,53.087,19.82,81,19,2.92,RU,1691261028
292,ji'an,27.1172,114.9793,28.66,74,34,1.54,CN,1691261440
293,weno,7.4515,151.8468,26.97,94,100,3.09,FM,1691261025
294,susner,23.95,76.0833,25.09,84,100,5.04,IN,1691261441
295,hola,51.5377,23.1902,22.1,76,6,3.3,PL,1691261107
296,tres arroyos,-38.3739,-60.2798,14.65,36,100,5.64,AR,1691261296
297,rongelap,11.1635,166.8941,28.38,74,62,7.0,MH,1691261122
298,mlimba,-8.8,35.8167,22.51,69,90,0.67,TZ,1691261441
299,sinop,41.7711,34.8709,22.11,64,0,3.08,TR,1691261441
300,dien bien phu,21.3833,103.0167,22.51,100,100,0.99,VN,1691261321
301,tongliao,43.6125,122.2653,16.35,85,100,5.25,CN,1691261229
302,kingsport,36.5484,-82.5618,31.72,54,20,4.12,US,1691261236
303,coruripe,-10.1256,-36.1756,24.85,80,50,3.76,BR,1691261441
304,oudtshoorn,-33.5907,22.2014,11.2,33,99,3.32,ZA,1691261441
305,sakaiminato,35.55,133.2333,27.99,78,20,3.6,JP,1691261441
306,tyukhtet,56.5389,89.3011,11.01,70,56,1.56,RU,1691261119
307,ebon,4.582,168.6964,28.6,77,18,6.31,MH,1691261442
308,salihli,38.4826,28.1477,28.81,44,0,2.19,TR,1691261442
309,saynshand,44.8824,110.1163,21.95,60,1,2.63,MN,1691261070
310,tucupita,9.0622,-62.051,32.53,52,100,2.18,VE,1691261442
311,dolinsk,47.35,142.8,13.16,93,94,1.69,RU,1691261442
312,murray bridge,-35.1167,139.2667,8.96,87,62,0.13,AU,1691261442
313,brookings,44.3114,-96.7984,22.43,94,100,6.17,US,1691261399
314,nandgaon,20.3167,74.65,23.89,82,100,6.46,IN,1691261442
315,kavalerovo,44.2661,135.0572,14.28,99,100,0.97,RU,1691261442
316,abocho,7.5677,6.9863,22.04,95,61,2.04,NG,1691261442
317,dzuunmod,48.2199,97.3744,10.14,79,98,1.66,MN,1691261442
318,anadyr,64.75,177.4833,11.28,87,75,9.0,RU,1691261043
319,seven pagodas,12.6264,80.1722,30.03,74,100,5.06,IN,1691261442
320,forster,-32.1667,152.5167,9.1,100,12,3.7,AU,1691261443
321,horta,38.5333,-28.6333,23.8,79,75,3.6,PT,1691261162
322,zhangzhou,24.5133,117.6556,31.96,79,99,1.69,CN,1691261443
323,redwood falls,44.5394,-95.1169,29.01,54,0,5.14,US,1691261443
324,kone,-21.0595,164.8658,16.35,88,19,2.5,NC,1691261097
325,luena,-11.7833,19.9167,15.29,36,0,2.32,AO,1691261443
326,apiai,-24.5094,-48.8425,23.79,38,0,1.88,BR,1691261443
327,patan,27.6667,85.3333,22.21,100,75,2.06,NP,1691261443
328,labytnangi,66.6572,66.4183,18.42,59,0,2.73,RU,1691261443
329,miles city,46.4083,-105.8406,23.54,56,40,2.57,US,1691261355
330,navarre,30.4016,-86.8636,38.48,71,100,5.66,US,1691261147
331,isangel,-19.55,169.2667,21.06,94,20,0.0,VU,1691261382
332,chulym,55.0997,80.9572,17.46,56,72,3.85,RU,1691261443
333,dryden,49.7833,-92.7503,26.16,57,75,3.09,CA,1691261293
334,yinzhu,35.8786,119.9753,25.4,94,90,2.79,CN,1691261444
335,crane,31.3974,-102.3501,38.04,20,0,7.01,US,1691261027
336,hilo,19.7297,-155.09,27.93,74,75,2.06,US,1691261322
337,port saint john's,-31.6229,29.5448,19.29,54,0,4.02,ZA,1691261200
338,twon-brass,4.3151,6.2418,25.72,83,56,6.96,NG,1691261444
339,graham,47.0529,-122.2943,19.87,97,75,0.0,US,1691261444
340,jayapura,-2.5333,140.7,24.66,90,100,2.05,ID,1691261084
341,lihue,21.9789,-159.3672,26.58,80,75,3.09,US,1691261093
342,taro,-8.3862,115.28,22.0,97,83,0.69,ID,1691261047
343,kittila,67.6647,24.8936,15.08,82,0,1.03,FI,1691261444
344,corner brook,48.9667,-57.9484,25.09,40,15,5.13,CA,1691261444
345,puerto deseado,-47.7503,-65.8938,10.65,44,0,6.33,AR,1691261039
346,swift current,50.2834,-107.8014,24.45,35,40,6.69,CA,1691261444
347,vernon,50.2581,-119.2691,29.05,28,100,1.03,CA,1691261041
348,agat village,13.3886,144.6585,27.06,91,0,0.0,GU,1691261077
349,ulimang,7.6242,134.6421,26.23,80,100,3.17,PW,1691261444
350,le teil,44.5468,4.6817,24.92,49,19,4.78,FR,1691261445
351,shimoda,34.6667,138.95,25.06,87,10,0.94,JP,1691261445
352,xam nua,20.4197,104.0439,20.02,95,100,1.6,LA,1691261445
353,lovosice,50.515,14.051,16.68,99,100,5.36,CZ,1691261445
354,hithadhoo,-0.6,73.0833,27.29,77,100,2.93,MV,1691260899
355,razole,16.4833,81.8333,27.52,80,8,1.9,IN,1691261446
356,lenger,42.183,69.8839,24.69,28,0,2.29,KZ,1691261446
357,oxelosund,58.6706,17.1015,17.21,72,0,4.63,SE,1691261446
358,tobruk,32.0836,23.9764,27.44,72,0,2.74,LY,1691261321
359,katsuura,35.1333,140.3,26.15,88,2,4.21,JP,1691261447
360,roma,43.2128,-75.4557,25.46,67,20,2.06,US,1691261105
361,ocean shores,46.9737,-124.1563,18.34,90,100,2.06,US,1691261442
362,shohimardon,39.9839,71.8028,23.43,43,6,0.74,UZ,1691261447
363,wytheville,36.9484,-81.0848,29.53,51,20,0.89,US,1691261447
364,anloga,5.7947,0.8973,25.12,88,100,5.41,GH,1691261447
365,chandler,33.3062,-111.8412,43.7,14,0,2.57,US,1691261376
366,antofagasta,-23.65,-70.4,19.6,71,7,3.88,CL,1691261351
367,viedma,-40.8135,-62.9967,15.31,19,93,6.96,AR,1691261447
